,Index,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,weekday,month,year,is_weekday,is_night,distance_km
24917,4239117,7.0,-73.99193572998048,40.71584701538085,-73.97834014892578,40.7206916809082,1,1,0,6,2015,0,1,1.266121416046548
24918,46072625,10.0,-73.980902,40.720743,-73.99155,40.73775,1,10,1,11,2012,0,0,2.093147909150035
24919,25773202,9.0,-73.98006,40.77045,-73.95425999999999,40.76412,1,8,0,10,2014,0,0,2.283923791668357
24920,53414555,17.5,-73.95603299999999,40.778817,-74.00237800000001,40.760472,1,12,4,11,2012,0,0,4.403764130063171
24921,32351136,5.7,-74.011854,40.709237,-74.008637,40.720062,1,14,2,3,2010,0,0,1.233844531451826
24922,45024738,9.3,-73.985253,40.73882,-73.986825,40.760917,1,19,5,11,2010,1,0,2.460640063150571
24923,36577328,8.5,-73.98031,40.734541,-73.95489,40.770056,1,0,6,6,2010,1,1,4.492238186433291
24924,14794459,15.7,-73.90430699999999,40.741701,-73.98141700000001,40.747124,1,6,1,4,2011,0,0,6.524017819682206
24925,7586066,5.3,-73.97794499999999,40.757263,-73.975902,40.750335,1,13,3,10,2010,0,0,0.7893453794617422
24926,40503304,12.1,-73.98624000000001,40.732867,-73.954825,40.769263,1,17,1,12,2010,0,0,4.835430558617971
24927,14019143,8.5,-73.97875,40.750203000000006,-73.97851700000001,40.772342,2,15,4,1,2011,0,0,2.461822696769058
24928,4178749,7.7,-73.984787,40.736554,-73.97101500000001,40.764276,1,14,5,4,2010,1,0,3.2936216323222114
24929,39800545,9.5,0.0,0.0,-73.94084000000001,40.7465,1,2,6,4,2014,1,1,8662.361853557844
24930,39263421,6.5,-73.990675,40.771667,-73.978952,40.782352,3,15,5,1,2013,1,0,1.5446738036019947
24931,26883646,15.3,-73.9586,40.7129,-73.973,40.6857,1,16,5,7,2011,1,0,3.2590288755143524
24932,5401924,5.4,-73.98491700000001,40.739587,-73.97308699999999,40.738522,1,22,2,1,2009,0,1,1.0037028260110474
24933,2694251,6.9,-73.974866,40.754578,-73.963022,40.766141,1,13,4,12,2009,0,0,1.6273461171597
24934,52272871,10.9,-74.0151,40.709695,-73.983612,40.741495,3,18,0,5,2011,0,0,4.4208629972525575
24935,10458290,9.3,-73.953877,40.763047,-73.980333,40.73856,1,12,0,11,2011,0,0,3.518560978426407
24936,42272531,52.0,-73.977772,40.775302,-73.78361,40.643695,5,4,5,12,2013,1,1,21.954249869314108
24937,44446764,19.3,-73.787406,40.641338,-73.74531999999999,40.678518,1,21,2,12,2010,0,0,5.449258844694689
24938,10311285,6.1,-74.003398,40.71376,-73.98798199999999,40.728223,2,21,4,4,2010,0,0,2.0674111369517343
24939,48092227,12.5,-73.992942,40.758057,-73.997525,40.725897,1,12,6,3,2014,1,0,3.5968125457486337
24940,47781451,4.1,-73.986322,40.739996000000005,-73.97892399999999,40.737021,1,20,6,8,2011,1,0,0.7056412648090303
24941,42968733,7.4,-73.977752,40.783984,-73.978983,40.76247,3,23,6,3,2009,1,1,2.3944924765902273
24942,17844866,11.3,-73.999773,40.722183,-73.980438,40.764222,5,18,0,5,2010,0,0,4.950199274837768
24943,30235043,5.3,-73.997548,40.725775,-73.987256,40.735023,1,13,2,9,2009,0,0,1.3451936865769791
24944,42492936,8.9,-73.953952,40.784735,-73.964323,40.760602,2,18,2,1,2010,0,0,2.8220024437223743
24945,18265780,15.3,-73.989763,40.701882,-73.97180300000001,40.74976,1,7,4,12,2009,0,0,5.534734691629651
24946,3594513,6.1,-74.008953,40.71686,-74.00054300000001,40.738882,1,0,2,11,2010,0,1,2.5492190235173826
24947,23794997,5.3,-73.870549,40.77356,-73.975512,40.761043,1,12,1,8,2010,0,0,8.948411235090708
24948,54743039,4.5,-73.98040771484375,40.76535034179688,-73.98990631103516,40.76969146728516,2,9,5,4,2015,1,0,0.9342867152825162
24949,52234837,4.1,-73.987308,40.724348,-73.98298299999999,40.734052,1,5,3,9,2011,0,1,1.1389182244449099
24950,4188863,4.1,-73.990553,40.756612,-73.982915,40.758778,1,15,1,9,2010,0,0,0.6869368300718639
24951,40693424,5.7,-73.97731999999999,40.752011,-73.965138,40.755535,1,3,6,5,2012,1,1,1.0983954738187023
24952,20521689,18.9,-73.9884,40.693485,-73.992587,40.745275,5,12,6,1,2012,1,0,5.769585838091924
24953,43862143,6.0,-73.955589,40.77957,-73.941434,40.787594,1,21,4,11,2013,0,0,1.488759614459732
24954,10945212,6.0,-73.99121,40.734997,-73.97988199999999,40.735,6,12,5,9,2012,1,0,0.9544563780156999
24955,40277599,17.7,-73.980763,40.725598,-73.92392199999999,40.809628,1,3,5,11,2010,1,1,10.498524062371661
24956,15062709,5.0,-73.991396,40.744963,-73.98212,40.757039,1,11,2,7,2013,0,0,1.5535863158254593
24957,32567335,4.9,-73.95984200000001,40.762577,-73.95903,40.772042,1,8,2,12,2011,0,0,1.054679211063182
24958,3837562,4.1,-74.005448,40.728643,-74.009102,40.73554,1,18,1,3,2011,0,0,0.8264061170472151
24959,21548738,4.5,-74.011425,40.715237,-74.01769300000001,40.706723,5,15,5,1,2010,1,0,1.0841483816793211
24960,3347987,4.5,-73.981505,40.759132,-73.978877,40.747567,6,20,3,12,2013,0,0,1.3048829199509144
24961,23210522,9.7,-73.986603,40.757897,-73.989262,40.726473,2,23,0,4,2009,0,1,3.5013627978578903
24962,18809961,14.5,-73.979316,40.776801,-73.991281,40.748194,3,4,6,7,2014,1,1,3.3367566187276148
24963,19906220,36.83,-73.86372,40.77025,-73.97891,40.7606,6,21,0,12,2014,0,0,9.760215593681975
24964,47984463,6.5,-73.96803,40.755531,-73.985883,40.760904,1,18,1,8,2010,0,0,1.618046045259853
24965,28798874,10.5,-73.982202,40.783008,-73.985566,40.751921,1,16,5,5,2010,1,0,3.4683063859889054
24966,2628333,3.7,-73.964405,40.765132,-73.955873,40.772573,1,16,4,7,2010,0,0,1.0958326149845607
24967,23998462,14.9,-73.95988299999999,40.7765,-73.998822,40.728255,5,14,3,2,2011,0,0,6.287872212902494
24968,53669698,10.9,-74.016149,40.714706,-74.00065699999999,40.762215000000005,1,14,6,7,2011,1,0,5.441615659517445
24969,27624931,6.5,-73.975562,40.733259,-73.976038,40.748265,1,13,1,7,2010,0,0,1.6690729079181261
24970,4901008,14.1,-74.014645,40.716269,-73.984895,40.767549,1,20,1,8,2011,0,0,6.228606845485613
24971,28022291,8.9,-73.991107,40.751278000000006,-73.985137,40.729357,5,17,6,9,2011,1,0,2.48885614215173
24972,31772240,44.5,-73.776717,40.645383,-73.86385200000001,40.731707,1,8,2,12,2012,0,0,12.087691043907615
24973,8973943,6.5,-73.99098199999999,40.765833,-73.996219,40.75366,1,11,0,10,2013,0,0,1.4236308733421075
24974,24560345,6.5,-73.964395,40.802206,-73.954036,40.821294,1,0,0,12,2014,0,1,2.2945590140128447
24975,46409585,4.0,-73.957072,40.770582,-73.96289499999999,40.76946,6,15,4,9,2014,0,0,0.5059887337299026
24976,579327,10.1,-74.015913,40.710732,-74.001763,40.741893,1,7,0,9,2011,0,0,3.6643720948234537
24977,28686149,13.7,-73.98448499999999,40.748367,-73.98448499999999,40.748367,1,23,2,2,2012,0,1,0.0
24978,22336419,7.7,-73.97797299999999,40.756357,-73.989125,40.737402,1,9,3,3,2011,0,0,2.3075923572866506
24979,49525372,6.9,-73.998667,40.73994,-73.995257,40.725135,1,12,6,7,2011,1,0,1.6711267635825973
24980,2315985,16.9,-73.95737,40.78014,-73.998149,40.733933,1,10,1,6,2010,0,0,6.180323875690857
24981,8024621,6.0,-73.964907,40.806832,-73.968135,40.794007,6,11,3,9,2013,0,0,1.4517290106489094
24982,20748171,6.1,-73.980875,40.764725,-73.986655,40.755432,1,14,2,6,2012,0,0,1.1422662198420248
24983,53080288,17.3,-73.990527,40.724352,-73.97620699999999,40.788297,1,18,4,4,2012,0,0,7.21193773745398
24984,21194120,7.0,-73.98069763183594,40.745361328125,-73.98068237304686,40.730430603027344,1,23,3,6,2015,0,1,1.66022137973467
24985,30794644,13.7,-73.969132,40.75792,-73.913073,40.762283,5,23,2,3,2009,0,1,4.746404953958303
24986,2139439,3.7,-73.955022,40.778848,-73.958425,40.773005,1,18,4,5,2012,0,0,0.7100953395278861
24987,13174159,14.5,-74.001255,40.721509000000005,-73.984734,40.754051,2,15,4,3,2009,0,0,3.8769938951015144
24988,35187295,34.0,-73.98613739013672,40.71797180175781,-73.9920425415039,40.73350143432617,1,0,3,1,2015,0,1,1.797085518540484
24989,24831866,6.1,-73.98688800000001,40.720973,-73.988043,40.734615000000005,1,18,2,1,2012,0,0,1.520040253859646
24990,4359947,7.7,-74.002957,40.731092,-73.97918100000001,40.747755,1,3,6,6,2009,1,1,2.728665602006736
24991,17092017,10.1,-73.99338,40.742035,-73.956257,40.763777000000005,5,6,4,7,2010,0,0,3.95258988849625
24992,37267551,4.1,-73.985099,40.760219,-73.97703,40.766018,1,22,0,2,2011,0,1,0.9368123475928379
24993,51300752,25.3,-73.994606,40.693064,-73.870921,40.774092,2,7,5,11,2009,1,0,13.776261268005118
24994,35012970,3.7,-73.955035,40.784375,-73.95924000000001,40.777762,3,8,1,4,2010,0,0,0.8161289701974846
24995,49867423,3.7,-73.975026,40.751181,-73.978984,40.744842,1,20,2,8,2010,0,0,0.7797461626272623
24996,42811741,11.3,-73.950959,40.774592,-73.98263100000001,40.767762,1,19,3,4,2009,0,0,2.773137574537479
24997,46519765,5.5,-73.978037,40.76351,-73.985443,40.769654,1,21,0,7,2014,0,0,0.9250658800763338
24998,46143617,5.5,-73.97205500000001,40.753477,-73.97305300000001,40.758667,1,12,0,12,2012,0,0,0.5831917585254239
24999,5673777,20.5,-73.990251,40.737215,-73.993503,40.668542,1,0,5,4,2011,1,1,7.641008287804365
25000,31201793,6.0,-74.016235,40.715077,-74.009957,40.720205,1,9,2,5,2014,0,0,0.7778708326711462
25001,23963613,21.5,-73.959773,40.762575,-74.0173,40.711274,1,4,1,12,2013,0,1,7.485486748916078
25002,6203557,8.5,-73.978482,40.719942,-73.99365300000001,40.736182,1,6,3,9,2013,0,0,2.212511432683445
25003,25248207,8.0,-74.00466,40.746945,-73.989417,40.747627,5,18,2,5,2014,0,0,1.2863202000188523
25004,49230235,8.0,-73.955937,40.779772,-73.97286700000001,40.756952000000005,4,21,6,9,2013,1,0,2.910583054917896
25005,42845096,5.5,-73.99353790283203,40.73265075683594,-74.00244903564453,40.7335319519043,1,18,1,1,2015,0,0,0.7572078201330176
25006,6737957,5.3,-73.977272,40.774445,-73.986352,40.777257,1,10,2,3,2012,0,0,0.8260438153430761
25007,24932924,7.0,-73.990317,40.718982,-73.991475,40.73521,1,23,6,5,2014,1,1,1.8071077756708467
25008,28810080,14.1,-73.999593,40.727396,-73.993741,40.762046000000005,3,0,5,6,2012,1,1,3.884316691993969
25009,39160370,7.3,-73.95555999999999,40.782393,-73.9697,40.762798,1,7,1,6,2009,0,0,2.4829912036035107
25010,9290364,7.7,-74.00229,40.734407,-73.984495,40.756577,1,1,4,3,2012,0,1,2.8852187946980927
25011,2250747,24.5,-73.999501,40.733516,-73.916605,40.780513,2,20,1,11,2013,0,0,8.721264698103875
25012,37452874,4.5,-73.957669,40.773843,-73.95948,40.781279,1,11,3,7,2009,0,0,0.8407894133177098
25013,9768877,38.0,-74.005486,40.740665,-73.885387,40.773072,1,9,4,7,2010,0,0,10.738442934091342
25014,20224895,29.0,-74.004597,40.724348,-73.94337,40.815481,1,20,3,3,2013,0,0,11.369840899495342
25015,26042662,7.0,-74.002045,40.745225,-73.95702299999999,40.766567,3,20,3,2,2014,0,0,4.473531288258619
25016,33469206,9.0,-73.977362,40.748555,-73.97319499999999,40.76364,1,8,3,3,2013,0,0,1.7137032763065063
25017,47681370,10.0,-73.991362,40.753357,-73.997152,40.735647,1,11,5,11,2014,1,0,2.0287724467564656
25018,26653941,8.1,-73.95179300000001,40.714089,-73.92400699999999,40.699740000000006,2,2,5,10,2009,1,1,2.8339610805576
25019,51358505,9.7,-73.996275,40.759597,-73.96260500000001,40.798127,1,21,3,7,2010,0,0,5.13741486559783
25020,4650589,14.5,-73.977834,40.760406,-73.964917,40.806503,3,21,5,11,2012,1,0,5.239856539367315
25021,10960374,5.3,-73.940899,40.789305,-73.937211,40.804371,1,3,0,3,2010,0,1,1.7037850869189808
25022,33587837,5.7,-73.980114,40.762245,-73.989538,40.751307,1,14,5,7,2009,1,0,1.4523562287659366
25023,37045811,6.1,-73.999212,40.766672,-74.00685,40.75556,1,1,0,9,2010,0,1,1.393030590203655
25024,52438302,9.0,-73.96188199999999,40.768167,-73.95915500000001,40.769015,5,18,1,9,2013,0,0,0.24825562736235707
25025,4505949,4.5,-73.998292,40.720145,-73.99080699999999,40.73033,1,7,3,4,2009,0,0,1.2963216469235983
25026,33423795,8.5,-73.98997299999999,40.726375,-74.004137,40.742618,1,17,3,9,2013,0,0,2.1648051943767666
25027,47423266,7.3,-73.981044,40.74149,-73.966145,40.756291,1,1,5,8,2012,1,1,2.0697475242935384
25028,5059688,33.33,-73.97235500000001,40.794239000000005,-73.86142099999999,40.768097,2,14,6,10,2014,1,0,9.782281569735494
25029,3511643,13.0,-73.983947,40.761153,-73.99766600000001,40.721921,2,22,0,9,2012,0,1,4.512914915000892
25030,29148455,7.5,-73.97364499999999,40.764057,-73.975622,40.77701,5,20,2,2,2014,0,0,1.4498980471961895
25031,26138620,9.5,-73.992659,40.753326,-73.981476,40.779502,1,0,2,10,2012,0,1,3.059214266875412
25032,18080785,7.3,-73.980525,40.765566,-73.950936,40.779012,1,2,4,9,2011,0,1,2.9058209324406192
25034,7450544,13.3,-73.95522700000001,40.787937,-73.995491,40.761452,1,12,2,9,2009,0,0,4.490915786030504
25035,20506543,13.3,-73.956,40.7807,-73.9842,40.7401,1,12,1,12,2011,0,0,5.101180600741364
25036,14458750,4.5,-73.98192,40.750718,-73.98177,40.748778,2,18,4,10,2012,0,0,0.21608790651619522
25037,36856950,12.5,-73.969309,40.761379,-73.986939,40.759304,1,19,2,1,2013,0,0,1.5026932750645945
25038,22378531,22.0,-73.97183299999999,40.761653,-74.00066,40.726038,3,13,5,7,2013,1,0,4.645538430359635
25039,44375812,15.3,-73.98034799999999,40.76001,-73.982323,40.74642,5,15,1,6,2012,0,0,1.520268775201481
25040,48257023,13.3,-73.985449,40.731829,-73.977789,40.77951,1,22,2,7,2011,0,1,5.340999435497299
25041,15167162,9.0,-74.0028,40.715517,-73.992687,40.702493,6,13,3,8,2014,0,0,1.6804484368114752
25042,27205364,2.9,-73.96988499999999,40.761048,-73.96945699999999,40.763598,2,15,5,7,2011,1,0,0.2858291747956574
25043,4806665,9.0,-73.99529266357422,40.730690002441406,-74.01084899902342,40.72368621826172,1,21,0,1,2015,0,0,1.5247617106416078
25044,53070150,3.7,-73.99481999999999,40.744614,-73.98776,40.740007,1,15,0,12,2011,0,0,0.7849805926962019
25045,6161092,5.7,-73.992775,40.737191,-74.007479,40.741012,2,17,4,3,2011,0,0,1.3096632762284524
25046,22856438,18.1,-73.98513,40.732457,-73.93242,40.745533,1,18,6,2,2010,1,0,4.672852490724647
25047,38052973,36.5,-74.000975,40.757962,-74.000777,40.758237,6,11,1,12,2014,0,0,0.03483062449695071
25048,7635967,15.0,-73.798315,40.66731,-73.798328,40.667323,1,21,1,5,2012,0,0,0.0018143218183031317
25049,11996755,13.0,-73.971965,40.765722,-73.934485,40.752247,1,2,2,1,2014,0,1,3.494335913622382
25050,28971329,13.0,-74.00376892089844,40.71325302124024,-73.98738861083984,40.729270935058594,2,20,5,4,2015,1,0,2.2534294208502255
25051,6332410,8.5,-73.998798,40.754468,-73.981313,40.769123,4,18,1,10,2013,0,0,2.196385275640564
25052,17610314,26.0,-73.99353790283203,40.7218017578125,-73.95332336425781,40.80210113525391,2,3,6,3,2015,1,1,9.549682739223458
25053,49846190,8.1,-73.99306700000001,40.73662,-73.98015799999999,40.767494,1,15,5,4,2010,1,0,3.6011275548230346
25054,51617319,9.7,-73.981727,40.76665,-73.949822,40.781892,1,19,1,8,2012,0,0,3.1765304208135
25055,29829864,11.3,-73.990565,40.746269,-73.953327,40.77135,1,23,4,2,2012,0,1,4.197017556780966
25056,8178704,11.5,-73.95436600000001,40.80591,-73.98413199999999,40.78034,1,7,3,3,2013,0,0,3.7898605803664407
25057,23582012,10.9,-73.9465,40.7723,-73.9887,40.7366,1,10,6,7,2011,1,0,5.328529492860703
25058,15955130,14.9,-73.982276,40.768399,-74.001673,40.746729,2,3,6,4,2010,1,1,2.911243177423351
25059,3668398,14.9,-73.956048,40.713997,-73.985967,40.672423,1,22,6,3,2009,1,1,5.2662316281287325
25060,3302726,8.5,-73.97446,40.760127,-73.98333199999999,40.739917,1,13,1,4,2012,0,0,2.368262627444978
25061,33649020,14.0,-74.0006332397461,40.75778579711913,-73.97048950195312,40.76456451416016,1,12,4,2,2015,0,0,2.648333828250583
25062,12926054,12.0,-73.988996,40.748079,-73.959409,40.777476,1,17,0,3,2014,0,0,4.110275383508571
25063,53934213,17.0,-73.9804458618164,40.73055648803711,-73.95790100097656,40.710933685302734,1,19,0,4,2015,0,0,2.893227037867935
25064,50601263,11.5,-73.96535,40.79094,-73.97453,40.762240000000006,1,10,6,12,2014,1,0,3.2835762826554036
25065,9567130,13.3,-73.990268,40.732387,-73.944967,40.749823,1,12,0,5,2010,0,0,4.280766729771051
25066,16828895,15.7,-74.015012,40.716525,-73.977108,40.745465,5,7,1,7,2011,0,0,4.533878614385571
25067,22227846,8.1,-73.994952,40.7261,-74.009085,40.72464,3,20,5,12,2009,1,0,1.2019817213139703
25068,18752206,7.0,-73.994412,40.751407,-73.986102,40.768185,2,22,6,8,2014,1,1,1.9925970344037796
25069,30465338,6.0,-73.95867156982422,40.77243423461913,-73.95358276367188,40.7869758605957,1,9,3,4,2015,0,0,1.67276280315523
25070,4903495,7.7,-73.994599,40.721289,-73.958362,40.710362,1,22,1,4,2012,0,1,3.2868958937287993
25071,38282935,5.7,-74.00367,40.723403000000005,-73.991908,40.738655,3,7,2,7,2009,0,0,1.9642999893543063
25072,16801757,14.0,-73.9873504638672,40.69137573242188,-74.0064926147461,40.6743278503418,1,9,4,4,2015,0,0,2.4897390625172693
25073,45465347,7.0,-73.96727,40.756633,-73.988442,40.762539,1,1,6,5,2014,1,1,1.9002998282467538
25074,54963370,7.7,-73.94669,40.772347,-73.971342,40.761845,5,7,1,1,2009,0,0,2.3819776639843417
25075,32735932,24.5,-73.9791259765625,40.75594329833984,-73.98799133300781,40.686302185058594,1,20,0,5,2015,0,0,7.779696121210248
25076,1585994,8.9,-73.990202,40.719618,-73.989183,40.747432,5,17,2,4,2010,0,0,3.093967236596491
25077,5545890,30.65,-73.86343199999999,40.770132,-73.97516800000001,40.761437,1,11,1,4,2009,0,0,9.459651375483075
25079,43385547,10.5,-73.979569,40.751329,-73.984995,40.767756,1,22,6,12,2014,1,1,1.88290175196082
25080,53288141,49.57,-73.789048,40.648518,-73.99045,40.750858,2,17,0,10,2009,0,0,20.439257921577354
25081,34270664,20.9,-74.002882,40.728118,-73.955314,40.782854,1,10,3,3,2011,0,0,7.286787428950502
25082,39892849,8.5,-73.939275,40.843532,-73.95424200000001,40.821587,1,7,4,12,2013,0,0,2.745917523227236
25083,11038376,5.5,-73.997447,40.719081,-74.003613,40.71858,1,1,4,4,2013,0,1,0.5226286617171909
25084,54731499,8.1,-73.983572,40.762913,-74.002718,40.733818,2,22,2,9,2011,0,1,3.6149557995440627
25085,42248438,21.0,-73.99082299999999,40.745297,-73.95702,40.766455,2,23,2,7,2013,0,1,3.693468194411485
25086,28345833,5.7,-73.994007,40.751197,-73.959902,40.775455,1,14,5,2,2012,1,0,3.940320220138239
25087,3752999,15.3,-73.98412900000001,40.748901,-74.01105799999999,40.703105,1,11,3,2,2012,0,0,5.575017974047147
25088,41943841,4.9,-74.00458,40.733942,-74.002137,40.719617,2,22,1,11,2010,0,1,1.6061152526855422
25089,9179359,8.5,-74.003642,40.738642,-74.001712,40.721605,1,14,0,4,2013,0,0,1.9013954797210695
25090,37788809,13.0,-73.98965,40.740752,-73.95468699999999,40.769352000000005,5,19,1,3,2013,0,0,4.334322012479522
25091,20425132,5.7,-73.983798,40.761233,-73.981953,40.755997,1,0,5,2,2012,1,1,0.6025982889602044
25092,14606087,9.5,-73.988904,40.762851,-73.970824,40.789318,2,13,3,8,2014,0,0,3.313453075738868
25093,41712023,17.7,-73.95740699999999,40.780028,-73.995067,40.72285,1,17,5,4,2009,1,0,7.1053847552736595
25094,2502131,4.1,-73.975633,40.752623,-73.98912,40.757018,1,0,4,11,2009,0,1,1.2366839484085579
25095,55055099,39.7,-73.87106999999999,40.773807,-74.008403,40.710513,1,15,2,4,2012,0,0,13.542392766011233
25096,29777096,13.0,-73.991896,40.725781,-73.96921800000001,40.751118,1,8,2,9,2014,0,0,3.4041278581109222
25097,34719397,4.5,-73.97873,40.736784,-73.986684,40.733055,1,21,3,3,2011,0,0,0.7880781552646815
25098,48664468,10.9,-73.996555,40.742033,-73.970743,40.762127,5,14,0,6,2010,0,0,3.117653267420238
25099,14498798,16.5,-73.947587,40.770918,-73.99252,40.735653000000006,1,23,6,1,2014,1,1,5.44991795413806
25100,7943551,20.9,-73.9878,40.7757,-73.9189,40.8712,1,17,4,10,2011,0,0,12.098638593759777
25101,41039396,6.0,-73.977087,40.753517,-73.965517,40.753652,1,22,1,4,2013,0,1,0.9746895810782751
25102,51816466,3.7,-73.951045,40.774787,-73.94645899999999,40.781485,2,19,1,8,2009,0,0,0.8389361056948937
25103,4664896,12.9,-74.00393199999999,40.717457,-73.988552,40.754287,1,11,2,8,2011,0,0,4.295436431764511
25104,53859075,4.5,-73.982685,40.742307,-73.992412,40.74276,5,21,6,3,2013,1,0,0.8210156783672578
25105,7818708,8.1,-73.99218499999999,40.715116,-73.98264300000001,40.738462,2,23,5,10,2011,1,1,2.7176323955898556
25106,48867138,26.0,-73.985547,40.71795,-73.961802,40.795667,1,21,3,11,2013,0,0,8.870154925982273
25107,50319292,3.7,-74.008023,40.740469,-74.00681999999999,40.735551,1,1,5,11,2009,1,1,0.5561701192064673
25108,38222347,21.7,-73.982192,40.76325,-73.870715,40.774055,1,3,4,11,2009,0,1,9.464464559992361
25109,34097822,4.9,-73.98899,40.774317,-73.982289,40.771777,1,12,3,4,2010,0,0,0.6310153690088759
25110,43299554,25.47,-73.958499,40.778747,-73.871086,40.774215000000005,2,8,0,12,2009,0,0,7.3777395697759625
25111,43211534,18.9,-73.99135799999999,40.750437,-73.91846,40.741067,5,19,3,7,2009,0,0,6.228885245798238
25112,45982230,9.7,-73.989085,40.757817,-73.957788,40.779402000000005,2,20,1,7,2009,0,0,3.56472702037886
25113,13227886,6.9,-73.978095,40.745797,-73.961337,40.766765,1,11,6,5,2012,1,0,2.7255157017378053
25114,23195114,5.0,-73.976105,40.786205,-73.971632,40.797587,1,23,4,9,2013,0,1,1.3204507923769415
25115,21433880,4.9,-73.982119,40.778692,-73.980386,40.765492,1,11,4,4,2010,0,0,1.4750100540022002
25116,18810697,30.83,-73.87464,40.774054,-73.971501,40.756203,2,21,1,5,2013,0,0,8.395483471239633
25117,17546048,15.3,-73.97827,40.747245,-74.00676999999999,40.711797,3,11,5,5,2011,1,0,4.615596616486873
25118,13599797,5.3,-73.982447,40.736147,-73.982902,40.727007,5,23,4,4,2011,0,1,1.0170444950499513
25119,55032853,8.5,-73.986363,40.757972,-73.985168,40.73872,1,22,0,10,2009,0,1,2.14309030113351
25120,40064455,5.7,-74.004543,40.742013,-73.991911,40.744171,2,12,5,8,2011,1,0,1.0909150943327934
25121,46872373,6.5,-73.968368,40.755152,-73.984325,40.73715,1,18,3,3,2009,0,0,2.4112124107534645
25122,35687100,27.0,-73.98835754394531,40.720230102539055,-73.89144897460938,40.75707244873047,2,5,6,3,2015,1,1,9.134845277546685
25123,30169597,5.5,-73.97868100000001,40.766478,-73.985126,40.758527,1,14,3,11,2012,0,0,1.0374451148440074
25124,12700072,14.1,-73.95978000000001,40.773712,-73.991325,40.750232,1,9,3,4,2010,0,0,3.724930210369215
25125,5305569,7.3,-73.982513,40.770395,-73.980808,40.754203,1,13,0,4,2011,0,0,1.8061855832433038
25126,35848287,19.5,-73.98516845703125,40.72777938842773,-73.95033264160156,40.68694686889648,1,4,5,4,2015,1,1,5.407138980691686
25127,31645701,9.7,-73.986003,40.758703,-73.978335,40.785787,1,12,1,8,2012,0,0,3.0800493948104832
25128,20370177,10.1,-74.003412,40.713622,-73.977885,40.73412,1,14,1,2,2009,0,0,3.1341076451248893
25129,51432934,11.5,-73.979398,40.779303000000006,-74.003152,40.749218,1,7,1,12,2012,0,0,3.897846873296042
25130,48011220,10.9,-73.977313,40.759289,-74.00411,40.73125,1,12,3,4,2011,0,0,3.8492612339710455
25131,49859864,12.9,-73.976945,40.752112,-73.942598,40.80989,2,20,0,7,2012,0,0,7.045504421285005
25132,12776602,7.7,-73.95558299999999,40.767928000000005,-73.97839599999999,40.741415,1,21,2,7,2011,0,0,3.5190622706053722
25133,38061057,4.1,-73.979476,40.73543,-73.981066,40.74177,1,7,1,12,2009,0,0,0.7175906327046175
25134,10123686,4.0,-73.96735699999999,40.75598,-73.97115699999999,40.751055,1,7,4,12,2012,0,0,0.6343174228425492
25135,5792924,13.7,-73.975545,40.761275,-73.99588299999999,40.72483,1,18,5,9,2009,1,0,4.399827764520965
25136,13043378,11.3,-74.00556800000001,40.736876,-73.969651,40.761742,1,14,5,1,2009,1,0,4.09868797280961
25137,54854106,6.5,-74.002605,40.734043,-74.010175,40.720023,1,0,2,7,2013,0,1,1.684412915578625
25138,1211306,12.0,-73.98593139648438,40.74325180053711,-73.96651458740234,40.75868606567383,1,19,3,1,2015,0,0,2.3707724854140353
25139,43621244,13.3,-73.990957,40.730765000000005,-73.980739,40.762687,1,14,3,11,2010,0,0,3.652444365637619
25140,16138950,3.5,-73.959537,40.771862,-73.96129499999999,40.774632,1,17,6,10,2013,1,0,0.34173855331568187
25141,36779991,7.7,-74.010235,40.711998,-73.981737,40.690285,1,2,5,3,2011,1,1,3.4059568150986435
25142,30182951,12.1,-73.988508,40.75381,-73.96987800000001,40.755065,1,10,1,4,2010,0,0,1.575430442193348
25143,5006985,7.5,-73.98248000000001,40.742621,-73.983692,40.755359000000006,3,22,4,9,2013,0,1,1.4200759042338336
25144,6747351,13.3,-73.957949,40.779181,-73.985539,40.741314,1,8,1,4,2012,0,0,4.809274921615043
25145,18238727,6.5,-74.00909200000001,40.7259,-74.00048699999999,40.743024,2,0,3,12,2012,0,1,2.0374679315086768
25146,11475503,14.5,-74.000715,40.74783,-73.96386700000001,40.773627000000005,5,23,0,9,2012,0,1,4.226090745179167
25147,52910566,5.0,-74.002587,40.744965,-74.00591800000001,40.740277,2,21,4,5,2013,0,0,0.5920182461043004
25148,9433468,10.0,-73.95142364501955,40.7835578918457,-73.97957611083984,40.77630233764648,4,20,4,2,2015,0,0,2.503956274877618
25149,24402855,16.9,-73.959793,40.808717,-73.969195,40.753707,1,14,5,5,2012,1,0,6.16784562401593
25150,13169230,6.5,-73.974665,40.755963,-73.990523,40.758467,5,20,0,11,2011,0,0,1.3644032066803837
25151,29909503,5.0,-73.985727,40.740697,-73.991998,40.748515000000005,5,20,2,5,2014,0,0,1.0172594254429723
25152,31497547,16.0,-73.99485,40.725715,-73.98326999999999,40.750542,1,22,2,8,2014,0,1,2.9279673560521005
25153,29497421,10.0,-73.977816,40.752239,-74.005888,40.741197,1,8,5,4,2013,1,0,2.6645716339590413
25154,29535512,9.5,-73.980503,40.782405,-73.964485,40.807182,1,10,0,4,2014,0,0,3.0673512450244105
